customer_id,name,email,city,signup_date
87,Customer_87,user87@example.com,Delhi,2023-04-09
88,Customer_88,user88@example.com,Bangalore,2020-10-04
89,Customer_89,user89@example.com,Mumbai,2020-10-01
90,Customer_90,user90@example.com,Delhi,2021-08-01
91,Customer_91,user91@example.com,Hyderabad,2021-01-24
92,Customer_92,user92@example.com,Hyderabad,2022-03-27
93,Customer_93,user93@example.com,Mumbai,2023-02-17
94,Customer_94,user94@example.com,Kolkata,2022-03-22
95,Customer_95,user95@example.com,Bangalore,2021-03-06
96,Customer_96,user96@example.com,Delhi,2020-01-18
97,Customer_97,user97@example.com,Delhi,2022-12-19
98,Customer_98,user98@example.com,Mumbai,2022-07-10
99,Customer_99,user99@example.com,Kolkata,2023-03-13
100,Customer_100,user100@example.com,Kolkata,2020-04-02
101,Customer_101,user101@example.com,Delhi,2021-07-27
102,Customer_102,user102@example.com,Delhi,2023-10-09
103,Customer_103,user103@example.com,Bangalore,2020-06-30
104,Customer_104,user104@example.com,Bangalore,2020-01-06
105,Customer_105,user105@example.com,Hyderabad,2024-01-06
106,Customer_106,user106@example.com,Hyderabad,2021-08-21
107,Customer_107,user107@example.com,Chennai,2022-03-15
108,Customer_108,user108@example.com,Mumbai,2021-11-18
109,Customer_109,user109@example.com,Chennai,2022-08-14
110,Customer_110,user110@example.com,Delhi,2023-10-26
111,Customer_111,user111@example.com,Mumbai,2020-02-14
112,Customer_112,user112@example.com,Hyderabad,2023-07-21
113,Customer_113,user113@example.com,Delhi,2022-10-28
114,Customer_114,user114@example.com,Kolkata,2022-01-03
115,Customer_115,user115@example.com,Chennai,2021-01-13
116,Customer_116,user116@example.com,Bangalore,2021-05-26
117,Customer_117,user117@example.com,Kolkata,2020-04-28
118,Customer_118,user118@example.com,Mumbai,2020-05-14
119,Customer_119,user119@example.com,Delhi,2020-05-25
120,Customer_120,user120@example.com,Kolkata,2022-03-14
121,Customer_121,user121@example.com,Chennai,2022-09-11
122,Customer_122,user122@example.com,Delhi,2020-05-02
123,Customer_123,user123@example.com,Hyderabad,2024-02-05
124,Customer_124,user124@example.com,Bangalore,2021-01-09
125,Customer_125,user125@example.com,Chennai,2022-01-05
126,Customer_126,user126@example.com,Delhi,2020-09-25
127,Customer_127,user127@example.com,Kolkata,2022-03-19
128,Customer_128,user128@example.com,Delhi,2023-01-31
129,Customer_129,user129@example.com,Delhi,2020-08-03
130,Customer_130,user130@example.com,Hyderabad,2022-08-04
131,Customer_131,user131@example.com,Delhi,2021-04-10
132,Customer_132,user132@example.com,Kolkata,2020-06-17
133,Customer_133,user133@example.com,Delhi,2020-04-16
134,Customer_134,user134@example.com,Delhi,2022-05-03
135,Customer_135,user135@example.com,Kolkata,2021-03-25
136,Customer_136,user136@example.com,Hyderabad,2020-02-14
137,Customer_137,user137@example.com,Kolkata,2020-08-25
138,Customer_138,user138@example.com,Hyderabad,2022-06-27
139,Customer_139,user139@example.com,Delhi,2023-09-27
140,Customer_140,user140@example.com,Kolkata,2023-11-11
141,Customer_141,user141@example.com,Delhi,2020-03-09
142,Customer_142,user142@example.com,Bangalore,2022-01-10
143,Customer_143,user143@example.com,Bangalore,2022-04-23
144,Customer_144,user144@example.com,Hyderabad,2023-09-23
145,Customer_145,user145@example.com,Hyderabad,2022-02-14
146,Customer_146,user146@example.com,Chennai,2020-04-01
147,Customer_147,user147@example.com,Mumbai,2023-06-12
148,Customer_148,user148@example.com,Bangalore,2021-06-04
149,Customer_149,user149@example.com,Hyderabad,2021-06-20
150,Customer_150,user150@example.com,Delhi,2020-05-17
151,Customer_151,user151@example.com,Mumbai,2020-07-17
152,Customer_152,user152@example.com,Hyderabad,2023-11-30
153,Customer_153,user153@example.com,Mumbai,2022-02-03
154,Customer_154,user154@example.com,Kolkata,2022-10-28
155,Customer_155,user155@example.com,Mumbai,2021-02-17
156,Customer_156,user156@example.com,Bangalore,2022-12-31
157,Customer_157,user157@example.com,Chennai,2024-01-21
158,Customer_158,user158@example.com,Kolkata,2020-07-27
159,Customer_159,user159@example.com,Bangalore,2020-02-23
160,Customer_160,user160@example.com,Mumbai,2022-09-04
161,Customer_161,user161@example.com,Chennai,2020-08-03
162,Customer_162,user162@example.com,Delhi,2022-05-12
163,Customer_163,user163@example.com,Delhi,2023-06-03
164,Customer_164,user164@example.com,Bangalore,2023-08-12
165,Customer_165,user165@example.com,Chennai,2021-07-21
166,Customer_166,user166@example.com,Hyderabad,2023-04-29
167,Customer_167,user167@example.com,Delhi,2023-06-21
168,Customer_168,user168@example.com,Chennai,2020-04-07
169,Customer_169,user169@example.com,Delhi,2022-07-10
170,Customer_170,user170@example.com,Mumbai,2022-11-29
171,Customer_171,user171@example.com,Bangalore,2020-09-23
172,Customer_172,user172@example.com,Chennai,2023-06-23
173,Customer_173,user173@example.com,Mumbai,2022-09-25
174,Customer_174,user174@example.com,Bangalore,2020-01-19
175,Customer_175,user175@example.com,Mumbai,2023-06-28
176,Customer_176,user176@example.com,Kolkata,2020-02-08
177,Customer_177,user177@example.com,Mumbai,2022-04-17
178,Customer_178,user178@example.com,Mumbai,2023-07-08
179,Customer_179,user179@example.com,Kolkata,2023-02-13
180,Customer_180,user180@example.com,Mumbai,2022-07-27
181,Customer_181,user181@example.com,Bangalore,2024-01-26
182,Customer_182,user182@example.com,Bangalore,2022-05-27
183,Customer_183,user183@example.com,Mumbai,2022-07-15
184,Customer_184,user184@example.com,Chennai,2022-01-15
185,Customer_185,user185@example.com,Chennai,2021-09-13
186,Customer_186,user186@example.com,Hyderabad,2021-03-25
187,Customer_187,user187@example.com,Mumbai,2021-03-26
188,Customer_188,user188@example.com,Hyderabad,2022-12-05
189,Customer_189,user189@example.com,Mumbai,2021-07-07
190,Customer_190,user190@example.com,Hyderabad,2021-09-30
191,Customer_191,user191@example.com,Chennai,2020-03-20
192,Customer_192,user192@example.com,Mumbai,2020-09-25
193,Customer_193,user193@example.com,Kolkata,2021-01-07
194,Customer_194,user194@example.com,Delhi,2021-01-31
195,Customer_195,user195@example.com,Mumbai,2021-02-22
196,Customer_196,user196@example.com,Hyderabad,2023-07-25
197,Customer_197,user197@example.com,Mumbai,2020-02-16
198,Customer_198,user198@example.com,Kolkata,2021-03-31
199,Customer_199,user199@example.com,Kolkata,2022-08-10
200,Customer_200,user200@example.com,Kolkata,2022-04-10
201,Customer_201,user201@example.com,Kolkata,2021-04-06
202,Customer_202,user202@example.com,Hyderabad,2021-09-18
203,Customer_203,user203@example.com,Delhi,2023-07-30
204,Customer_204,user204@example.com,Chennai,2023-07-02
205,Customer_205,user205@example.com,Kolkata,2023-09-21
206,Customer_206,user206@example.com,Kolkata,2022-05-08
207,Customer_207,user207@example.com,Bangalore,2023-03-19
208,Customer_208,user208@example.com,Kolkata,2021-11-23
209,Customer_209,user209@example.com,Delhi,2021-10-08
210,Customer_210,user210@example.com,Kolkata,2022-06-27
211,Customer_211,user211@example.com,Mumbai,2023-08-07
212,Customer_212,user212@example.com,Hyderabad,2023-01-10
213,Customer_213,user213@example.com,Mumbai,2021-12-10
214,Customer_214,user214@example.com,Mumbai,2024-02-01
215,Customer_215,user215@example.com,Mumbai,2021-04-21
216,Customer_216,user216@example.com,Chennai,2024-01-22
217,Customer_217,user217@example.com,Chennai,2023-07-15
218,Customer_218,user218@example.com,Bangalore,2021-05-13
219,Customer_219,user219@example.com,Hyderabad,2022-12-30
220,Customer_220,user220@example.com,Mumbai,2020-08-13
221,Customer_221,user221@example.com,Hyderabad,2023-12-02
222,Customer_222,user222@example.com,Delhi,2023-02-05
223,Customer_223,user223@example.com,Kolkata,2020-04-04
224,Customer_224,user224@example.com,Hyderabad,2024-01-26
225,Customer_225,user225@example.com,Kolkata,2022-10-25
226,Customer_226,user226@example.com,Bangalore,2020-08-09
227,Customer_227,user227@example.com,Bangalore,2020-08-29
228,Customer_228,user228@example.com,Hyderabad,2020-07-20
229,Customer_229,user229@example.com,Bangalore,2020-10-18
230,Customer_230,user230@example.com,Hyderabad,2021-09-24
231,Customer_231,user231@example.com,Delhi,2022-05-10
232,Customer_232,user232@example.com,Kolkata,2020-11-13
233,Customer_233,user233@example.com,Chennai,2020-10-02
234,Customer_234,user234@example.com,Bangalore,2021-02-04
235,Customer_235,user235@example.com,Delhi,2021-03-01
236,Customer_236,user236@example.com,Bangalore,2021-03-26
237,Customer_237,user237@example.com,Chennai,2023-05-12
238,Customer_238,user238@example.com,Kolkata,2021-05-22
239,Customer_239,user239@example.com,Bangalore,2021-03-11
240,Customer_240,user240@example.com,Kolkata,2022-08-07
241,Customer_241,user241@example.com,Hyderabad,2021-03-08
242,Customer_242,user242@example.com,Mumbai,2023-12-07
243,Customer_243,user243@example.com,Hyderabad,2023-06-03
244,Customer_244,user244@example.com,Kolkata,2023-03-05
245,Customer_245,user245@example.com,Kolkata,2024-01-13
246,Customer_246,user246@example.com,Hyderabad,2022-01-14
247,Customer_247,user247@example.com,Mumbai,2022-11-19
248,Customer_248,user248@example.com,Kolkata,2022-10-14
249,Customer_249,user249@example.com,Mumbai,2023-11-16
250,Customer_250,user250@example.com,Bangalore,2023-03-25
251,Customer_251,user251@example.com,Delhi,2022-11-24
252,Customer_252,user252@example.com,Kolkata,2021-09-08
253,Customer_253,user253@example.com,Hyderabad,2022-03-27
254,Customer_254,user254@example.com,Kolkata,2020-06-27
255,Customer_255,user255@example.com,Bangalore,2021-05-20
256,Customer_256,user256@example.com,Chennai,2021-12-04
257,Customer_257,user257@example.com,Kolkata,2020-10-06
258,Customer_258,user258@example.com,Bangalore,2021-06-04
259,Customer_259,user259@example.com,Mumbai,2020-03-23
260,Customer_260,user260@example.com,Chennai,2021-04-17
261,Customer_261,user261@example.com,Bangalore,2024-01-06
262,Customer_262,user262@example.com,Hyderabad,2021-04-19
263,Customer_263,user263@example.com,Chennai,2022-04-25
264,Customer_264,user264@example.com,Kolkata,2021-11-09
265,Customer_265,user265@example.com,Kolkata,2022-10-20
266,Customer_266,user266@example.com,Delhi,2023-06-07
267,Customer_267,user267@example.com,Chennai,2022-01-23
268,Customer_268,user268@example.com,Delhi,2022-05-13
269,Customer_269,user269@example.com,Chennai,2020-04-26
270,Customer_270,user270@example.com,Kolkata,2020-01-10
271,Customer_271,user271@example.com,Bangalore,2021-08-24
272,Customer_272,user272@example.com,Kolkata,2022-02-09
273,Customer_273,user273@example.com,Hyderabad,2023-10-21
274,Customer_274,user274@example.com,Mumbai,2022-03-09
275,Customer_275,user275@example.com,Bangalore,2022-10-14
276,Customer_276,user276@example.com,Chennai,2021-06-24
277,Customer_277,user277@example.com,Delhi,2020-07-26
278,Customer_278,user278@example.com,Chennai,2021-02-08
279,Customer_279,user279@example.com,Delhi,2023-12-20
280,Customer_280,user280@example.com,Delhi,2021-05-06
281,Customer_281,user281@example.com,Bangalore,2023-09-21
282,Customer_282,user282@example.com,Mumbai,2020-08-14
283,Customer_283,user283@example.com,Chennai,2022-09-07
284,Customer_284,user284@example.com,Delhi,2020-09-21
285,Customer_285,user285@example.com,Kolkata,2021-12-03
286,Customer_286,user286@example.com,Delhi,2021-06-25
287,Customer_287,user287@example.com,Bangalore,2021-04-19
288,Customer_288,user288@example.com,Bangalore,2023-02-06
289,Customer_289,user289@example.com,Hyderabad,2022-09-23
290,Customer_290,user290@example.com,Kolkata,2022-03-25
291,Customer_291,user291@example.com,Kolkata,2022-08-22
292,Customer_292,user292@example.com,Chennai,2022-08-22
293,Customer_293,user293@example.com,Kolkata,2022-03-29
294,Customer_294,user294@example.com,Kolkata,2020-05-16
295,Customer_295,user295@example.com,Bangalore,2020-07-02
296,Customer_296,user296@example.com,Hyderabad,2020-12-07
297,Customer_297,user297@example.com,Mumbai,2022-03-17
298,Customer_298,user298@example.com,Bangalore,2020-06-16
299,Customer_299,user299@example.com,Bangalore,2020-01-07
300,Customer_300,user300@example.com,Kolkata,2022-01-05
301,Customer_301,user301@example.com,Delhi,2023-02-21
302,Customer_302,user302@example.com,Bangalore,2022-03-23
303,Customer_303,user303@example.com,Kolkata,2020-01-23
304,Customer_304,user304@example.com,Kolkata,2023-04-03
305,Customer_305,user305@example.com,Delhi,2020-02-11
306,Customer_306,user306@example.com,Hyderabad,2020-09-22
307,Customer_307,user307@example.com,Mumbai,2023-07-15
308,Customer_308,user308@example.com,Hyderabad,2021-07-03
309,Customer_309,user309@example.com,Hyderabad,2021-12-08
310,Customer_310,user310@example.com,Delhi,2021-10-02
311,Customer_311,user311@example.com,Kolkata,2023-07-30
312,Customer_312,user312@example.com,Kolkata,2022-02-26
313,Customer_313,user313@example.com,Hyderabad,2022-08-30
314,Customer_314,user314@example.com,Bangalore,2024-01-11
315,Customer_315,user315@example.com,Delhi,2021-08-27
316,Customer_316,user316@example.com,Kolkata,2023-04-01
317,Customer_317,user317@example.com,Delhi,2020-04-21
318,Customer_318,user318@example.com,Chennai,2022-04-06
319,Customer_319,user319@example.com,Chennai,2022-10-25
320,Customer_320,user320@example.com,Bangalore,2023-05-21
321,Customer_321,user321@example.com,Mumbai,2023-03-13
322,Customer_322,user322@example.com,Chennai,2022-10-18
323,Customer_323,user323@example.com,Chennai,2020-10-28
324,Customer_324,user324@example.com,Kolkata,2021-04-26
325,Customer_325,user325@example.com,Delhi,2020-09-24
326,Customer_326,user326@example.com,Bangalore,2022-07-24
327,Customer_327,user327@example.com,Kolkata,2021-03-07
328,Customer_328,user328@example.com,Mumbai,2024-01-09
329,Customer_329,user329@example.com,Chennai,2021-12-28
330,Customer_330,user330@example.com,Chennai,2021-05-26
331,Customer_331,user331@example.com,Hyderabad,2021-08-17
332,Customer_332,user332@example.com,Bangalore,2020-01-29
333,Customer_333,user333@example.com,Chennai,2020-05-08
334,Customer_334,user334@example.com,Mumbai,2020-05-09
335,Customer_335,user335@example.com,Bangalore,2021-12-17
336,Customer_336,user336@example.com,Delhi,2021-03-16
337,Customer_337,user337@example.com,Delhi,2020-01-09
338,Customer_338,user338@example.com,Bangalore,2020-01-03
339,Customer_339,user339@example.com,Mumbai,2024-02-06
340,Customer_340,user340@example.com,Delhi,2020-11-02
341,Customer_341,user341@example.com,Kolkata,2021-08-06
342,Customer_342,user342@example.com,Delhi,2023-08-30
343,Customer_343,user343@example.com,Hyderabad,2020-06-18
344,Customer_344,user344@example.com,Hyderabad,2021-12-15
345,Customer_345,user345@example.com,Kolkata,2020-12-05
346,Customer_346,user346@example.com,Delhi,2023-06-25
347,Customer_347,user347@example.com,Kolkata,2022-02-04
348,Customer_348,user348@example.com,Delhi,2021-10-28
349,Customer_349,user349@example.com,Delhi,2022-03-01
350,Customer_350,user350@example.com,Delhi,2023-08-28
351,Customer_351,user351@example.com,Kolkata,2021-12-24
352,Customer_352,user352@example.com,Mumbai,2022-09-10
353,Customer_353,user353@example.com,Bangalore,2020-11-26
354,Customer_354,user354@example.com,Bangalore,2022-06-08
355,Customer_355,user355@example.com,Hyderabad,2021-02-19
356,Customer_356,user356@example.com,Mumbai,2020-06-16
357,Customer_357,user357@example.com,Delhi,2021-09-02
358,Customer_358,user358@example.com,Bangalore,2020-01-12
359,Customer_359,user359@example.com,Hyderabad,2022-01-24
360,Customer_360,user360@example.com,Kolkata,2021-07-17
361,Customer_361,user361@example.com,Delhi,2020-04-10
362,Customer_362,user362@example.com,Kolkata,2022-08-17
363,Customer_363,user363@example.com,Delhi,2020-04-01
364,Customer_364,user364@example.com,Hyderabad,2022-06-19
365,Customer_365,user365@example.com,Kolkata,2021-01-18
366,Customer_366,user366@example.com,Hyderabad,2023-04-16
367,Customer_367,user367@example.com,Mumbai,2023-12-08
368,Customer_368,user368@example.com,Hyderabad,2023-06-17
369,Customer_369,user369@example.com,Kolkata,2020-01-15
370,Customer_370,user370@example.com,Delhi,2022-04-12
371,Customer_371,user371@example.com,Delhi,2022-11-02
372,Customer_372,user372@example.com,Mumbai,2023-04-15
373,Customer_373,user373@example.com,Chennai,2020-01-18
374,Customer_374,user374@example.com,Mumbai,2022-12-23
375,Customer_375,user375@example.com,Mumbai,2023-04-20
376,Customer_376,user376@example.com,Bangalore,2020-04-09
377,Customer_377,user377@example.com,Delhi,2022-11-25
378,Customer_378,user378@example.com,Mumbai,2023-12-28
379,Customer_379,user379@example.com,Mumbai,2023-07-23
380,Customer_380,user380@example.com,Bangalore,2021-11-13
381,Customer_381,user381@example.com,Kolkata,2021-04-06
382,Customer_382,user382@example.com,Mumbai,2023-09-29
383,Customer_383,user383@example.com,Kolkata,2020-09-20
384,Customer_384,user384@example.com,Delhi,2022-04-26
385,Customer_385,user385@example.com,Chennai,2021-04-10
386,Customer_386,user386@example.com,Bangalore,2022-05-03
387,Customer_387,user387@example.com,Bangalore,2022-02-24
388,Customer_388,user388@example.com,Bangalore,2023-11-03
389,Customer_389,user389@example.com,Kolkata,2020-05-13
390,Customer_390,user390@example.com,Mumbai,2021-06-24
391,Customer_391,user391@example.com,Hyderabad,2021-03-07
392,Customer_392,user392@example.com,Kolkata,2022-12-24
393,Customer_393,user393@example.com,Mumbai,2023-10-03
394,Customer_394,user394@example.com,Hyderabad,2023-03-08
395,Customer_395,user395@example.com,Mumbai,2020-05-14
396,Customer_396,user396@example.com,Mumbai,2023-06-11
397,Customer_397,user397@example.com,Hyderabad,2022-07-05
398,Customer_398,user398@example.com,Kolkata,2021-02-04
399,Customer_399,user399@example.com,Chennai,2022-11-21
400,Customer_400,user400@example.com,Kolkata,2022-12-23
401,Customer_401,user401@example.com,Bangalore,2022-07-12
402,Customer_402,user402@example.com,Delhi,2022-12-08
403,Customer_403,user403@example.com,Chennai,2021-01-04
404,Customer_404,user404@example.com,Hyderabad,2020-12-25
405,Customer_405,user405@example.com,Bangalore,2022-07-01
406,Customer_406,user406@example.com,Chennai,2021-08-10
407,Customer_407,user407@example.com,Chennai,2021-12-11
408,Customer_408,user408@example.com,Kolkata,2023-07-01
409,Customer_409,user409@example.com,Delhi,2020-12-25
410,Customer_410,user410@example.com,Bangalore,2021-07-20
411,Customer_411,user411@example.com,Mumbai,2022-03-25
412,Customer_412,user412@example.com,Kolkata,2021-09-28
413,Customer_413,user413@example.com,Mumbai,2022-08-21
414,Customer_414,user414@example.com,Kolkata,2021-10-05
415,Customer_415,user415@example.com,Chennai,2024-01-07
416,Customer_416,user416@example.com,Chennai,2023-06-08
417,Customer_417,user417@example.com,Chennai,2020-08-25
418,Customer_418,user418@example.com,Mumbai,2022-11-28
419,Customer_419,user419@example.com,Hyderabad,2021-05-22
420,Customer_420,user420@example.com,Delhi,2023-01-06
421,Customer_421,user421@example.com,Hyderabad,2022-02-04
422,Customer_422,user422@example.com,Delhi,2021-04-11
423,Customer_423,user423@example.com,Bangalore,2020-12-11
424,Customer_424,user424@example.com,Mumbai,2022-01-08
425,Customer_425,user425@example.com,Mumbai,2021-12-28
426,Customer_426,user426@example.com,Chennai,2023-07-04
427,Customer_427,user427@example.com,Mumbai,2023-04-12
428,Customer_428,user428@example.com,Hyderabad,2023-08-11
429,Customer_429,user429@example.com,Hyderabad,2023-09-05
430,Customer_430,user430@example.com,Kolkata,2020-07-11
431,Customer_431,user431@example.com,Delhi,2023-09-03
432,Customer_432,user432@example.com,Chennai,2021-10-16
433,Customer_433,user433@example.com,Chennai,2021-11-21
434,Customer_434,user434@example.com,Chennai,2023-10-04
435,Customer_435,user435@example.com,Bangalore,2021-10-03
436,Customer_436,user436@example.com,Chennai,2020-11-14
437,Customer_437,user437@example.com,Hyderabad,2022-09-03
438,Customer_438,user438@example.com,Kolkata,2023-08-23
439,Customer_439,user439@example.com,Delhi,2022-12-15
440,Customer_440,user440@example.com,Hyderabad,2022-06-29
441,Customer_441,user441@example.com,Chennai,2022-03-09
442,Customer_442,user442@example.com,Bangalore,2022-11-05
443,Customer_443,user443@example.com,Bangalore,2024-01-01
444,Customer_444,user444@example.com,Bangalore,2022-08-03
445,Customer_445,user445@example.com,Delhi,2021-03-01
446,Customer_446,user446@example.com,Delhi,2023-06-22
447,Customer_447,user447@example.com,Bangalore,2023-08-27
448,Customer_448,user448@example.com,Delhi,2022-12-30
449,Customer_449,user449@example.com,Bangalore,2023-06-01
450,Customer_450,user450@example.com,Bangalore,2022-05-29
451,Customer_451,user451@example.com,Bangalore,2022-03-03
452,Customer_452,user452@example.com,Delhi,2023-10-26
453,Customer_453,user453@example.com,Hyderabad,2022-07-21
454,Customer_454,user454@example.com,Delhi,2022-02-17
455,Customer_455,user455@example.com,Kolkata,2023-09-30
456,Customer_456,user456@example.com,Kolkata,2020-08-19
457,Customer_457,user457@example.com,Mumbai,2022-11-10
458,Customer_458,user458@example.com,Bangalore,2021-08-16
459,Customer_459,user459@example.com,Delhi,2021-09-02
460,Customer_460,user460@example.com,Hyderabad,2021-05-20
461,Customer_461,user461@example.com,Hyderabad,2020-05-07
462,Customer_462,user462@example.com,Mumbai,2023-10-09
463,Customer_463,user463@example.com,Delhi,2021-12-19
464,Customer_464,user464@example.com,Delhi,2021-07-11
465,Customer_465,user465@example.com,Kolkata,2022-11-29
466,Customer_466,user466@example.com,Bangalore,2022-11-14
467,Customer_467,user467@example.com,Chennai,2023-09-18
468,Customer_468,user468@example.com,Chennai,2020-08-21
469,Customer_469,user469@example.com,Mumbai,2021-05-22
470,Customer_470,user470@example.com,Hyderabad,2023-07-30
471,Customer_471,user471@example.com,Hyderabad,2023-07-30
472,Customer_472,user472@example.com,Kolkata,2023-03-05
473,Customer_473,user473@example.com,Kolkata,2020-07-26
474,Customer_474,user474@example.com,Bangalore,2020-10-28
475,Customer_475,user475@example.com,Mumbai,2024-02-01
476,Customer_476,user476@example.com,Kolkata,2021-03-24
477,Customer_477,user477@example.com,Chennai,2022-05-22
478,Customer_478,user478@example.com,Mumbai,2022-11-15
479,Customer_479,user479@example.com,Chennai,2020-11-22
480,Customer_480,user480@example.com,Chennai,2023-01-12
481,Customer_481,user481@example.com,Bangalore,2020-05-05
482,Customer_482,user482@example.com,Bangalore,2021-06-29
483,Customer_483,user483@example.com,Hyderabad,2020-01-17
484,Customer_484,user484@example.com,Delhi,2023-09-20
485,Customer_485,user485@example.com,Bangalore,2022-06-29
486,Customer_486,user486@example.com,Delhi,2023-11-29
487,Customer_487,user487@example.com,Hyderabad,2023-04-19
488,Customer_488,user488@example.com,Kolkata,2022-06-18
489,Customer_489,user489@example.com,Kolkata,2022-01-04
490,Customer_490,user490@example.com,Hyderabad,2021-09-26
491,Customer_491,user491@example.com,Delhi,2022-10-15
492,Customer_492,user492@example.com,Bangalore,2023-12-17
493,Customer_493,user493@example.com,Bangalore,2023-10-15
494,Customer_494,user494@example.com,Kolkata,2021-03-01
495,Customer_495,user495@example.com,Chennai,2020-11-22
496,Customer_496,user496@example.com,Chennai,2021-05-24
497,Customer_497,user497@example.com,Bangalore,2023-12-15
498,Customer_498,user498@example.com,Bangalore,2023-10-29
499,Customer_499,user499@example.com,Bangalore,2022-06-23
500,Customer_500,user500@example.com,Delhi,2022-05-15
501,Customer_501,user501@example.com,Delhi,2021-10-30
